지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2016,인천광역시,부평구,1차일반생애검진수검률,197166,154147,78.18
2016,인천광역시,계양구,1차일반생애검진수검률,117428,92044,78.38
2016,인천광역시,서구,1차일반생애검진수검률,179297,144721,80.72
2016,인천광역시,강화군,1차일반생애검진수검률,26214,18958,72.32
2016,인천광역시,옹진군,1차일반생애검진수검률,7596,5812,76.51
2016,광주광역시,동구,1차일반생애검진수검률,35523,26702,75.17
2016,광주광역시,서구,1차일반생애검진수검률,105342,85165,80.85
2016,광주광역시,남구,1차일반생애검진수검률,76364,60829,79.66
2016,광주광역시,북구,1차일반생애검진수검률,154854,124049,80.11
2016,광주광역시,광산구,1차일반생애검진수검률,137216,113141,82.45
2016,대전광역시,동구,1차일반생애검진수검률,84924,65309,76.9
2016,대전광역시,중구,1차일반생애검진수검률,92109,71720,77.86
2016,대전광역시,서구,1차일반생애검진수검률,170487,136019,79.78
2016,대전광역시,유성구,1차일반생애검진수검률,115072,93617,81.36
2016,대전광역시,대덕구,1차일반생애검진수검률,72200,56992,78.94
2016,울산광역시,중구,1차일반생애검진수검률,93752,75421,80.45
2016,울산광역시,남구,1차일반생애검진수검률,130713,105060,80.37
2016,울산광역시,동구,1차일반생애검진수검률,72474,63145,87.13
2016,울산광역시,북구,1차일반생애검진수검률,74390,62873,84.52
2016,울산광역시,울주군,1차일반생애검진수검률,84271,67354,79.93
2016,세종특별자치시,세종특별자치시,1차일반생애검진수검률,73445,58271,79.34
2016,경기도,수원시장안구,1차일반생애검진수검률,104437,81782,78.31
2016,경기도,수원시권선구,1차일반생애검진수검률,125826,98362,78.17
2016,경기도,수원시팔달구,1차일반생애검진수검률,74872,56352,75.26
2016,경기도,수원시영통구,1차일반생애검진수검률,119809,98121,81.9
2016,경기도,성남시수정구,1차일반생애검진수검률,80054,59789,74.69
2016,경기도,성남시중원구,1차일반생애검진수검률,91178,68995,75.67
2016,경기도,성남시분당구,1차일반생애검진수검률,165188,122802,74.34
2016,경기도,의정부시,1차일반생애검진수검률,146941,111083,75.6
2016,경기도,안양시만안구,1차일반생애검진수검률,90201,69212,76.73
2016,경기도,안양시동안구,1차일반생애검진수검률,121060,94792,78.3
2016,경기도,부천시원미구,1차일반생애검진수검률,159303,124341,78.05
2016,경기도,부천시소사구,1차일반생애검진수검률,80222,62908,78.42
2016,경기도,부천시오정구,1차일반생애검진수검률,65151,49590,76.12
2016,경기도,광명시,1차일반생애검진수검률,121211,95031,78.4
2016,경기도,평택시,1차일반생애검진수검률,169408,134250,79.25
2016,경기도,동두천시,1차일반생애검진수검률,32597,24212,74.28
2016,경기도,안산시상록구,1차일반생애검진수검률,134612,103459,76.86
2016,경기도,안산시단원구,1차일반생애검진수검률,131918,106015,80.36
2016,경기도,고양시덕양구,1차일반생애검진수검률,148891,114610,76.98
2016,경기도,고양시일산동구,1차일반생애검진수검률,95335,70999,74.47
2016,경기도,고양시일산서구,1차일반생애검진수검률,98440,75005,76.19
2016,경기도,과천시,1차일반생애검진수검률,22330,16868,75.54
2016,경기도,구리시,1차일반생애검진수검률,63041,48102,76.3
2016,경기도,남양주시,1차일반생애검진수검률,216069,162753,75.32
2016,경기도,오산시,1차일반생애검진수검률,72674,57778,79.5
2016,경기도,시흥시,1차일반생애검진수검률,152125,116765,76.76
2016,경기도,군포시,1차일반생애검진수검률,103792,82234,79.23
2016,경기도,의왕시,1차일반생애검진수검률,55472,42677,76.93
2016,경기도,하남시,1차일반생애검진수검률,58149,43875,75.45
2016,경기도,용인시처인구,1차일반생애검진수검률,80642,61378,76.11
2016,경기도,용인시기흥구,1차일반생애검진수검률,134812,102622,76.12
2016,경기도,용인시수지구,1차일반생애검진수검률,109913,81574,74.22
2016,경기도,파주시,1차일반생애검진수검률,150984,117627,77.91
2016,경기도,이천시,1차일반생애검진수검률,77964,59999,76.96
2016,경기도,안성시,1차일반생애검진수검률,70760,55911,79.01
2016,경기도,김포시,1차일반생애검진수검률,124934,97323,77.9
2016,경기도,화성시,1차일반생애검진수검률,229227,185024,80.72
2016,경기도,광주시,1차일반생애검진수검률,112944,84519,74.83
2016,경기도,양주시,1차일반생애검진수검률,71636,53805,75.11
2016,경기도,포천시,1차일반생애검진수검률,60068,44972,74.87
2016,경기도,여주시,1차일반생애검진수검률,41131,29594,71.95
2016,경기도,연천군,1차일반생애검진수검률,14851,10116,68.12
2016,경기도,가평군,1차일반생애검진수검률,22099,15767,71.35
2016,경기도,양평군,1차일반생애검진수검률,38310,26871,70.14
2016,강원도,춘천시,1차일반생애검진수검률,96462,74480,77.21
2016,강원도,원주시,1차일반생애검진수검률,115690,89379,77.26
2016,강원도,강릉시,1차일반생애검진수검률,77837,59930,76.99
2016,강원도,동해시,1차일반생애검진수검률,32417,24520,75.64
2016,강원도,태백시,1차일반생애검진수검률,18036,13742,76.19
2016,강원도,속초시,1차일반생애검진수검률,27939,20221,72.38
2016,강원도,삼척시,1차일반생애검진수검률,26704,21366,80.01
2016,강원도,홍천군,1차일반생애검진수검률,25247,18853,74.67
2016,강원도,횡성군,1차일반생애검진수검률,17297,12780,73.89
2016,강원도,영월군,1차일반생애검진수검률,15810,11939,75.52
2016,강원도,평창군,1차일반생애검진수검률,16589,12323,74.28
2016,강원도,정선군,1차일반생애검진수검률,15663,11914,76.06
2016,강원도,철원군,1차일반생애검진수검률,14687,10511,71.57
2016,강원도,화천군,1차일반생애검진수검률,7203,5125,71.15
2016,강원도,양구군,1차일반생애검진수검률,6828,4969,72.77
2016,강원도,인제군,1차일반생애검진수검률,9828,7127,72.52
2016,강원도,고성군,1차일반생애검진수검률,10306,7502,72.79
2016,강원도,양양군,1차일반생애검진수검률,10374,7852,75.69
2016,충청북도,청주시상당구,1차일반생애검진수검률,63646,50369,79.14
2016,충청북도,청주시서원구,1차일반생애검진수검률,79965,64322,80.44
2016,충청북도,청주시흥덕구,1차일반생애검진수검률,96732,78362,81.01
2016,충청북도,청주시청원구,1차일반생애검진수검률,68454,55762,81.46
2016,충청북도,충주시,1차일반생애검진수검률,77585,60287,77.7
2016,충청북도,제천시,1차일반생애검진수검률,51416,40799,79.35
2016,충청북도,보은군,1차일반생애검진수검률,13649,10430,76.42
2016,충청북도,옥천군,1차일반생애검진수검률,20977,16449,78.41
2016,충청북도,영동군,1차일반생애검진수검률,18919,14321,75.7
2016,충청북도,증평군,1차일반생애검진수검률,13573,10784,79.45
2016,충청북도,진천군,1차일반생애검진수검률,29906,24345,81.41
2016,충청북도,괴산군,1차일반생애검진수검률,16101,12334,76.6
2016,충청북도,음성군,1차일반생애검진수검률,42830,34820,81.3
2016,충청북도,단양군,1차일반생애검진수검률,12282,9304,75.75
2016,충청남도,천안시동남구,1차일반생애검진수검률,96285,73401,76.23
2016,충청남도,천안시서북구,1차일반생애검진수검률,130536,104458,80.02
2016,충청남도,공주시,1차일반생애검진수검률,41394,30964,74.8
2016,충청남도,보령시,1차일반생애검진수검률,39878,29990,75.2
2016,충청남도,아산시,1차일반생애검진수검률,114901,91818,79.91
2016,충청남도,서산시,1차일반생애검진수검률,63447,48209,75.98
2016,충청남도,논산시,1차일반생애검진수검률,45361,33954,74.85
2016,충청남도,계룡시,1차일반생애검진수검률,10452,8206,78.51
2016,충청남도,당진시,1차일반생애검진수검률,65426,50276,76.84
2016,충청남도,금산군,1차일반생애검진수검률,21516,16104,74.85
2016,충청남도,부여군,1차일반생애검진수검률,27216,19780,72.68
2016,충청남도,서천군,1차일반생애검진수검률,22397,16591,74.08
2016,충청남도,청양군,1차일반생애검진수검률,13117,9730,74.18
2016,충청남도,홍성군,1차일반생애검진수검률,36078,27253,75.54
2016,충청남도,예산군,1차일반생애검진수검률,32878,24004,73.01
2016,충청남도,태안군,1차일반생애검진수검률,23928,16336,68.27
2016,전라북도,전주시완산구,1차일반생애검진수검률,125668,99338,79.05
2016,전라북도,전주시덕진구,1차일반생애검진수검률,101180,80827,79.88
2016,전라북도,군산시,1차일반생애검진수검률,103355,82127,79.46
2016,전라북도,익산시,1차일반생애검진수검률,110808,87772,79.21
2016,전라북도,정읍시,1차일반생애검진수검률,42999,32955,76.64
2016,전라북도,남원시,1차일반생애검진수검률,31492,24684,78.38
2016,전라북도,김제시,1차일반생애검진수검률,33987,25723,75.68
2016,전라북도,완주군,1차일반생애검진수검률,35804,28438,79.43
2016,전라북도,진안군,1차일반생애검진수검률,9954,7751,77.87
2016,전라북도,무주군,1차일반생애검진수검률,9816,7353,74.91
2016,전라북도,장수군,1차일반생애검진수검률,8855,6963,78.63
2016,전라북도,임실군,1차일반생애검진수검률,11807,8942,75.73
2016,전라북도,순창군,1차일반생애검진수검률,11573,8817,76.19
2016,전라북도,고창군,1차일반생애검진수검률,22978,17487,76.1
2016,전라북도,부안군,1차일반생애검진수검률,21610,15872,73.45
2016,전라남도,목포시,1차일반생애검진수검률,81560,64507,79.09
2016,전라남도,여수시,1차일반생애검진수검률,104598,82331,78.71
2016,전라남도,순천시,1차일반생애검진수검률,99550,81680,82.05
2016,전라남도,나주시,1차일반생애검진수검률,36789,29030,78.91
2016,전라남도,광양시,1차일반생애검진수검률,56192,45642,81.23
2016,전라남도,담양군,1차일반생애검진수검률,18140,14001,77.18
2016,전라남도,곡성군,1차일반생애검진수검률,12070,9227,76.45
2016,전라남도,구례군,1차일반생애검진수검률,10387,7761,74.72
2016,전라남도,고흥군,1차일반생애검진수검률,26975,19396,71.9
2016,전라남도,보성군,1차일반생애검진수검률,16980,12643,74.46
2016,전라남도,화순군,1차일반생애검진수검률,24684,19692,79.78
2016,전라남도,장흥군,1차일반생애검진수검률,16139,11875,73.58
2016,전라남도,강진군,1차일반생애검진수검률,14402,10438,72.48
2016,전라남도,해남군,1차일반생애검진수검률,28286,21322,75.38
2016,전라남도,영암군,1차일반생애검진수검률,24057,19120,79.48
2016,전라남도,무안군,1차일반생애검진수검률,29443,22845,77.59
2016,전라남도,함평군,1차일반생애검진수검률,13418,10006,74.57
2016,전라남도,영광군,1차일반생애검진수검률,20917,15748,75.29
2016,전라남도,장성군,1차일반생애검진수검률,17097,13602,79.56
2016,전라남도,완도군,1차일반생애검진수검률,19826,13091,66.03
2016,전라남도,진도군,1차일반생애검진수검률,12220,8740,71.52
2016,전라남도,신안군,1차일반생애검진수검률,17281,12696,73.47
2016,경상북도,포항시남구,1차일반생애검진수검률,90458,68922,76.19
2016,경상북도,포항시북구,1차일반생애검진수검률,99218,76007,76.61
2016,경상북도,경주시,1차일반생애검진수검률,102481,78104,76.21
2016,경상북도,김천시,1차일반생애검진수검률,53968,41211,76.36
2016,경상북도,안동시,1차일반생애검진수검률,62286,48080,77.19
2016,경상북도,구미시,1차일반생애검진수검률,154861,124967,80.7
2016,경상북도,영주시,1차일반생애검진수검률,41736,32035,76.76
2016,경상북도,영천시,1차일반생애검진수검률,39912,29669,74.34
2016,경상북도,상주시,1차일반생애검진수검률,39331,29013,73.77
2016,경상북도,문경시,1차일반생애검진수검률,28456,20953,73.63
2016,경상북도,경산시,1차일반생애검진수검률,94837,73056,77.03
2016,경상북도,군위군,1차일반생애검진수검률,9989,7387,73.95
2016,경상북도,의성군,1차일반생애검진수검률,21660,15597,72.01
2016,경상북도,청송군,1차일반생애검진수검률,10555,7997,75.77
2016,경상북도,영양군,1차일반생애검진수검률,6691,5118,76.49
2016,경상북도,영덕군,1차일반생애검진수검률,14498,9545,65.84
2016,경상북도,청도군,1차일반생애검진수검률,18420,13582,73.74
2016,경상북도,고령군,1차일반생애검진수검률,14019,10341,73.76
2016,경상북도,성주군,1차일반생애검진수검률,18074,12997,71.91
2016,경상북도,칠곡군,1차일반생애검진수검률,47457,37676,79.39
2016,경상북도,예천군,1차일반생애검진수검률,17251,12934,74.98
2016,경상북도,봉화군,1차일반생애검진수검률,13042,9885,75.79
2016,경상북도,울진군,1차일반생애검진수검률,19487,13412,68.83
2016,경상북도,울릉군,1차일반생애검진수검률,3714,2539,68.36
2016,경상남도,창원시 의창구,1차일반생애검진수검률,93247,72225,77.46
2016,경상남도,창원시 성산구,1차일반생애검진수검률,89276,72778,81.52
2016,경상남도,창원시 마산합포구,1차일반생애검진수검률,67404,49265,73.09
2016,경상남도,창원시 마산회원구,1차일반생애검진수검률,79649,60979,76.56
2016,경상남도,창원시 진해구,1차일반생애검진수검률,61085,48663,79.66
2016,경상남도,진주시,1차일반생애검진수검률,122598,93500,76.27
2016,경상남도,통영시,1차일반생애검진수검률,50369,38216,75.87
2016,경상남도,사천시,1차일반생애검진수검률,42574,32130,75.47
2016,경상남도,김해시,1차일반생애검진수검률,193510,154283,79.73
2016,경상남도,밀양시,1차일반생애검진수검률,41239,30062,72.9
2016,경상남도,거제시,1차일반생애검진수검률,103101,86550,83.95
2016,경상남도,양산시,1차일반생애검진수검률,112780,89287,79.17
2016,경상남도,의령군,1차일반생애검진수검률,11723,8406,71.71
2016,경상남도,함안군,1차일반생애검진수검률,27306,20522,75.16
2016,경상남도,창녕군,1차일반생애검진수검률,25457,18282,71.82
2016,경상남도,고성군,1차일반생애검진수검률,21989,16398,74.57
2016,경상남도,남해군,1차일반생애검진수검률,18174,13072,71.93
2016,경상남도,하동군,1차일반생애검진수검률,18902,13592,71.91
2016,경상남도,산청군,1차일반생애검진수검률,14020,9923,70.78
2016,경상남도,함양군,1차일반생애검진수검률,15366,11101,72.24
2016,경상남도,거창군,1차일반생애검진수검률,23275,17666,75.9
2016,경상남도,합천군,1차일반생애검진수검률,19138,13430,70.17
2016,제주특별자치도,제주시,1차일반생애검진수검률,155676,113362,72.82
2016,제주특별자치도,서귀포시,1차일반생애검진수검률,57077,40480,70.92
2017,서울특별시,종로구,1차일반생애검진수검률,50951,34882,68.46
2017,서울특별시,중구,1차일반생애검진수검률,44036,30873,70.11
2017,서울특별시,용산구,1차일반생애검진수검률,76396,52803,69.12
2017,서울특별시,성동구,1차일반생애검진수검률,104177,76633,73.56
2017,서울특별시,광진구,1차일반생애검진수검률,127367,96501,75.77
2017,서울특별시,동대문구,1차일반생애검진수검률,124418,91367,73.44
2017,서울특별시,중랑구,1차일반생애검진수검률,146645,111072,75.74
2017,서울특별시,성북구,1차일반생애검진수검률,152332,111415,73.14
2017,서울특별시,강북구,1차일반생애검진수검률,115487,85474,74.01
2017,서울특별시,도봉구,1차일반생애검진수검률,121473,92646,76.27
2017,서울특별시,노원구,1차일반생애검진수검률,190226,144090,75.75
2017,서울특별시,은평구,1차일반생애검진수검률,165570,126481,76.39
2017,서울특별시,서대문구,1차일반생애검진수검률,108860,82166,75.48
2017,서울특별시,마포구,1차일반생애검진수검률,129211,95373,73.81
2017,서울특별시,양천구,1차일반생애검진수검률,154593,121694,78.72
2017,서울특별시,강서구,1차일반생애검진수검률,212972,166903,78.37
2017,서울특별시,구로구,1차일반생애검진수검률,158272,124018,78.36
2017,서울특별시,금천구,1차일반생애검진수검률,91921,71430,77.71
2017,서울특별시,영등포구,1차일반생애검진수검률,140273,105362,75.11
2017,서울특별시,동작구,1차일반생애검진수검률,141187,108458,76.82
2017,서울특별시,관악구,1차일반생애검진수검률,182116,139460,76.58
2017,서울특별시,서초구,1차일반생애검진수검률,143008,102162,71.44
2017,서울특별시,강남구,1차일반생애검진수검률,180091,125022,69.42
2017,서울특별시,송파구,1차일반생애검진수검률,224364,170139,75.83
2017,서울특별시,강동구,1차일반생애검진수검률,155194,119215,76.82
2017,부산광역시,중구,1차일반생애검진수검률,16976,12239,72.1
2017,부산광역시,서구,1차일반생애검진수검률,42059,31334,74.5
2017,부산광역시,동구,1차일반생애검진수검률,34122,25702,75.32
2017,부산광역시,영도구,1차일반생애검진수검률,47479,36427,76.72
2017,부산광역시,부산진구,1차일반생애검진수검률,138742,107801,77.7
2017,부산광역시,동래구,1차일반생애검진수검률,99779,78860,79.03
2017,부산광역시,남구,1차일반생애검진수검률,100936,78214,77.49
2017,부산광역시,북구,1차일반생애검진수검률,115911,92662,79.94
2017,부산광역시,해운대구,1차일반생애검진수검률,148609,114436,77
2017,부산광역시,사하구,1차일반생애검진수검률,127674,101091,79.18
2017,부산광역시,금정구,1차일반생애검진수검률,89649,70313,78.43
2017,부산광역시,강서구,1차일반생애검진수검률,41427,33617,81.15
2017,부산광역시,연제구,1차일반생애검진수검률,75745,59556,78.63
2017,부산광역시,수영구,1차일반생애검진수검률,65136,49188,75.52
2017,부산광역시,사상구,1차일반생애검진수검률,89604,71887,80.23
2017,부산광역시,기장군,1차일반생애검진수검률,54875,42831,78.05
2017,대구광역시,중구,1차일반생애검진수검률,28518,20717,72.65
2017,대구광역시,동구,1차일반생애검진수검률,126334,97530,77.2
2017,대구광역시,서구,1차일반생애검진수검률,76334,57078,74.77
2017,대구광역시,남구,1차일반생애검진수검률,56475,40340,71.43
2017,대구광역시,북구,1차일반생애검진수검률,157230,122203,77.72
2017,대구광역시,수성구,1차일반생애검진수검률,149712,112948,75.44
2017,대구광역시,달서구,1차일반생애검진수검률,216291,171135,79.12
2017,대구광역시,달성군,1차일반생애검진수검률,83390,66675,79.96
2017,인천광역시,중구,1차일반생애검진수검률,43788,34711,79.27
2017,인천광역시,동구,1차일반생애검진수검률,27130,21349,78.69
2017,인천광역시,남구,1차일반생애검진수검률,154078,121092,78.59
2017,인천광역시,연수구,1차일반생애검진수검률,116293,92237,79.31
2017,인천광역시,남동구,1차일반생애검진수검률,192599,153405,79.65
2017,인천광역시,부평구,1차일반생애검진수검률,198823,157914,79.42
2017,인천광역시,계양구,1차일반생애검진수검률,119293,95067,79.69
2017,인천광역시,서구,1차일반생애검진수검률,184220,149816,81.32
2017,인천광역시,강화군,1차일반생애검진수검률,26433,19342,73.17
2017,인천광역시,옹진군,1차일반생애검진수검률,7938,6328,79.72
2017,광주광역시,동구,1차일반생애검진수검률,34614,26285,75.94
2017,광주광역시,서구,1차일반생애검진수검률,107230,86736,80.89
2017,광주광역시,남구,1차일반생애검진수검률,76659,61567,80.31
2017,광주광역시,북구,1차일반생애검진수검률,154013,124428,80.79
2017,광주광역시,광산구,1차일반생애검진수검률,139793,116007,82.98
2017,대전광역시,동구,1차일반생애검진수검률,84091,65740,78.18
2017,대전광역시,중구,1차일반생애검진수검률,91553,72768,79.48
2017,대전광역시,서구,1차일반생애검진수검률,172223,139691,81.11
2017,대전광역시,유성구,1차일반생애검진수검률,118636,98760,83.25
2017,대전광역시,대덕구,1차일반생애검진수검률,72010,57910,80.42
2017,울산광역시,중구,1차일반생애검진수검률,92567,75536,81.6
2017,울산광역시,남구,1차일반생애검진수검률,129157,105117,81.39
2017,울산광역시,동구,1차일반생애검진수검률,68958,60435,87.64
2017,울산광역시,북구,1차일반생애검진수검률,75511,64705,85.69
2017,울산광역시,울주군,1차일반생애검진수검률,84177,67922,80.69
2017,세종특별자치시,세종특별자치시,1차일반생애검진수검률,83559,68309,81.75
2017,경기도,수원시장안구,1차일반생애검진수검률,104750,82965,79.2
2017,경기도,수원시권선구,1차일반생애검진수검률,130560,103286,79.11
2017,경기도,수원시팔달구,1차일반생애검진수검률,75667,57532,76.03
2017,경기도,수원시영통구,1차일반생애검진수검률,122674,100037,81.55
2017,경기도,성남시수정구,1차일반생애검진수검률,85413,66178,77.48
2017,경기도,성남시중원구,1차일반생애검진수검률,87678,68563,78.2
2017,경기도,성남시분당구,1차일반생애검진수검률,165962,124850,75.23
2017,경기도,의정부시,1차일반생애검진수검률,150521,114919,76.35
2017,경기도,안양시만안구,1차일반생애검진수검률,92474,72337,78.22
2017,경기도,안양시동안구,1차일반생애검진수검률,119135,95188,79.9
2017,경기도,부천시,1차일반생애검진수검률,308120,240133,77.93
2017,경기도,광명시,1차일반생애검진수검률,120506,95031,78.86
2017,경기도,평택시,1차일반생애검진수검률,174257,138333,79.38
2017,경기도,동두천시,1차일반생애검진수검률,33349,25122,75.33
2017,경기도,안산시상록구,1차일반생애검진수검률,135085,104850,77.62
2017,경기도,안산시단원구,1차일반생애검진수검률,131070,105882,80.78
2017,경기도,고양시덕양구,1차일반생애검진수검률,151757,117419,77.37
2017,경기도,고양시일산동구,1차일반생애검진수검률,99351,74468,74.95
2017,경기도,고양시일산서구,1차일반생애검진수검률,100135,76802,76.7
2017,경기도,과천시,1차일반생애검진수검률,20638,16019,77.62
2017,경기도,구리시,1차일반생애검진수검률,65391,50515,77.25
2017,경기도,남양주시,1차일반생애검진수검률,220679,168456,76.34
2017,경기도,오산시,1차일반생애검진수검률,74560,59997,80.47
2017,경기도,시흥시,1차일반생애검진수검률,156488,121501,77.64
2017,경기도,군포시,1차일반생애검진수검률,104072,83982,80.7
2017,경기도,의왕시,1차일반생애검진수검률,55774,43892,78.7
2017,경기도,하남시,1차일반생애검진수검률,73461,56271,76.6
2017,경기도,용인시처인구,1차일반생애검진수검률,83225,64340,77.31
2017,경기도,용인시기흥구,1차일반생애검진수검률,139242,108319,77.79
2017,경기도,용인시수지구,1차일반생애검진수검률,111295,84536,75.96
2017,경기도,파주시,1차일반생애검진수검률,156398,123648,79.06
2017,경기도,이천시,1차일반생애검진수검률,79704,60679,76.13
2017,경기도,안성시,1차일반생애검진수검률,72537,58327,80.41
2017,경기도,김포시,1차일반생애검진수검률,130940,102459,78.25
2017,경기도,화성시,1차일반생애검진수검률,248529,201051,80.9
2017,경기도,광주시,1차일반생애검진수검률,118939,91238,76.71
2017,경기도,양주시,1차일반생애검진수검률,72332,54212,74.95
2017,경기도,포천시,1차일반생애검진수검률,60604,45350,74.83
2017,경기도,여주시,1차일반생애검진수검률,41483,30441,73.38
2017,경기도,연천군,1차일반생애검진수검률,14974,10468,69.91
2017,경기도,가평군,1차일반생애검진수검률,22063,15946,72.27
2017,경기도,양평군,1차일반생애검진수검률,38359,26915,70.17
2017,강원도,춘천시,1차일반생애검진수검률,97337,75794,77.87
2017,강원도,원주시,1차일반생애검진수검률,119438,95007,79.55
2017,강원도,강릉시,1차일반생애검진수검률,78268,60863,77.76
2017,강원도,동해시,1차일반생애검진수검률,32575,24948,76.59
2017,강원도,태백시,1차일반생애검진수검률,18417,14179,76.99
2017,강원도,속초시,1차일반생애검진수검률,27819,20336,73.1
2017,강원도,삼척시,1차일반생애검진수검률,26231,21311,81.24
2017,강원도,홍천군,1차일반생애검진수검률,25118,19188,76.39
2017,강원도,횡성군,1차일반생애검진수검률,17224,12578,73.03
2017,강원도,영월군,1차일반생애검진수검률,15311,11317,73.91
2017,강원도,평창군,1차일반생애검진수검률,16172,11484,71.01
2017,강원도,정선군,1차일반생애검진수검률,15247,11206,73.5
2017,강원도,철원군,1차일반생애검진수검률,14761,10434,70.69
2017,강원도,화천군,1차일반생애검진수검률,7074,5064,71.59
2017,강원도,양구군,1차일반생애검진수검률,6715,4886,72.76
2017,강원도,인제군,1차일반생애검진수검률,9585,6873,71.71
2017,강원도,고성군,1차일반생애검진수검률,10433,7596,72.81
2017,강원도,양양군,1차일반생애검진수검률,10068,7607,75.56
2017,충청북도,청주시상당구,1차일반생애검진수검률,63975,51661,80.75
2017,충청북도,청주시서원구,1차일반생애검진수검률,80625,66462,82.43
2017,충청북도,청주시흥덕구,1차일반생애검진수검률,99128,82240,82.96
2017,충청북도,청주시청원구,1차일반생애검진수검률,72583,60361,83.16
2017,충청북도,충주시,1차일반생애검진수검률,78249,59435,75.96
2017,충청북도,제천시,1차일반생애검진수검률,51537,41172,79.89
2017,충청북도,보은군,1차일반생애검진수검률,13670,10317,75.47
2017,충청북도,옥천군,1차일반생애검진수검률,20904,16516,79.01
2017,충청북도,영동군,1차일반생애검진수검률,18858,14205,75.33
2017,충청북도,증평군,1차일반생애검진수검률,13680,11182,81.74
2017,충청북도,진천군,1차일반생애검진수검률,31298,25489,81.44
2017,충청북도,괴산군,1차일반생애검진수검률,15415,11714,75.99
2017,충청북도,음성군,1차일반생애검진수검률,43869,35459,80.83
2017,충청북도,단양군,1차일반생애검진수검률,12275,9332,76.02
2017,충청남도,천안시동남구,1차일반생애검진수검률,96166,73465,76.39
2017,충청남도,천안시서북구,1차일반생애검진수검률,135852,108961,80.21
2017,충청남도,공주시,1차일반생애검진수검률,41856,31989,76.43
2017,충청남도,보령시,1차일반생애검진수검률,39826,30007,75.35
2017,충청남도,아산시,1차일반생애검진수검률,116589,92548,79.38
2017,충청남도,서산시,1차일반생애검진수검률,65090,50435,77.49
2017,충청남도,논산시,1차일반생애검진수검률,45764,33253,72.66
2017,충청남도,계룡시,1차일반생애검진수검률,10742,8513,79.25
2017,충청남도,당진시,1차일반생애검진수검률,67709,52576,77.65
2017,충청남도,금산군,1차일반생애검진수검률,21021,15135,72
2017,충청남도,부여군,1차일반생애검진수검률,27025,19936,73.77
2017,충청남도,서천군,1차일반생애검진수검률,22178,16207,73.08
2017,충청남도,청양군,1차일반생애검진수검률,13242,9990,75.44
2017,충청남도,홍성군,1차일반생애검진수검률,37859,28510,75.31
2017,충청남도,예산군,1차일반생애검진수검률,32607,24235,74.32
2017,충청남도,태안군,1차일반생애검진수검률,24951,18041,72.31
2017,전라북도,전주시완산구,1차일반생애검진수검률,125130,99554,79.56
2017,전라북도,전주시덕진구,1차일반생애검진수검률,102829,82988,80.7
2017,전라북도,군산시,1차일반생애검진수검률,101861,80694,79.22
2017,전라북도,익산시,1차일반생애검진수검률,110157,87582,79.51
2017,전라북도,정읍시,1차일반생애검진수검률,43156,33363,77.31
2017,전라북도,남원시,1차일반생애검진수검률,30953,23802,76.9
2017,전라북도,김제시,1차일반생애검진수검률,33794,25789,76.31
2017,전라북도,완주군,1차일반생애검진수검률,35973,29133,80.99
2017,전라북도,진안군,1차일반생애검진수검률,9894,7666,77.48
2017,전라북도,무주군,1차일반생애검진수검률,9525,7033,73.84
2017,전라북도,장수군,1차일반생애검진수검률,9058,7189,79.37
2017,전라북도,임실군,1차일반생애검진수검률,11455,8763,76.5
2017,전라북도,순창군,1차일반생애검진수검률,11264,8790,78.04
2017,전라북도,고창군,1차일반생애검진수검률,22581,17029,75.41
2017,전라북도,부안군,1차일반생애검진수검률,21686,16270,75.03
2017,전라남도,목포시,1차일반생애검진수검률,81085,65386,80.64
2017,전라남도,여수시,1차일반생애검진수검률,106313,86900,81.74
2017,전라남도,순천시,1차일반생애검진수검률,99511,82342,82.75
2017,전라남도,나주시,1차일반생애검진수검률,38678,30470,78.78
2017,전라남도,광양시,1차일반생애검진수검률,57443,47316,82.37
2017,전라남도,담양군,1차일반생애검진수검률,18240,14381,78.84
2017,전라남도,곡성군,1차일반생애검진수검률,11872,9391,79.1
2017,전라남도,구례군,1차일반생애검진수검률,10424,7974,76.5
2017,전라남도,고흥군,1차일반생애검진수검률,27056,19822,73.26
2017,전라남도,보성군,1차일반생애검진수검률,16977,12997,76.56
2017,전라남도,화순군,1차일반생애검진수검률,24654,19807,80.34
2017,전라남도,장흥군,1차일반생애검진수검률,15207,11046,72.64
2017,전라남도,강진군,1차일반생애검진수검률,13908,10001,71.91
2017,전라남도,해남군,1차일반생애검진수검률,27368,20637,75.41
2017,전라남도,영암군,1차일반생애검진수검률,22784,18168,79.74
2017,전라남도,무안군,1차일반생애검진수검률,29179,22614,77.5
2017,전라남도,함평군,1차일반생애검진수검률,13441,10205,75.92
2017,전라남도,영광군,1차일반생애검진수검률,20850,16113,77.28
2017,전라남도,장성군,1차일반생애검진수검률,16865,13089,77.61
2017,전라남도,완도군,1차일반생애검진수검률,19605,13459,68.65
2017,전라남도,진도군,1차일반생애검진수검률,11496,8278,72.01
2017,전라남도,신안군,1차일반생애검진수검률,16577,11736,70.8
2017,경상북도,포항시남구,1차일반생애검진수검률,90859,69763,76.78
2017,경상북도,포항시북구,1차일반생애검진수검률,99485,77015,77.41
2017,경상북도,경주시,1차일반생애검진수검률,103811,80367,77.42
2017,경상북도,김천시,1차일반생애검진수검률,54795,41849,76.37
